CCLE.sampleid	CCLE.name	CCLE.depMapID	CCLE.site_Primary	CCLE.site_Subtype1	CCLE.site_Subtype2	CCLE.site_Subtype3	CCLE.histology	CCLE.histology_Subtype1	CCLE.histology_Subtype2	CCLE.histology_Subtype3	CCLE.gender	CCLE.age	CCLE.race	CCLE.disease	CCLE.type
DMS53_LUNG	DMS 53	ACH-000698	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	54	caucasian	lung_cancer	lung_small_cell
SW1116_LARGE_INTESTINE	SW1116	ACH-000489	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	73	caucasian		colorectal
NCIH1694_LUNG	NCI-H1694	ACH-000431	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	61	caucasian		lung_small_cell
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P3HR-1	ACH-000707	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Burkitt_lymphoma	NS	NS	male	7	african_american	Burkitts lymphoma	lymphoma_Burkitt
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 78	ACH-000509	haematopoietic_and_lymphoid_tissue	skin	NS	NS	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	NS	NS	male	53	caucasian	sezary_syndrome	lymphoma_other
UMUC3_URINARY_TRACT	UM-UC-3	ACH-000522	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	male			bladder_cancer	urinary_tract
HOS_BONE	HOS	ACH-000613	bone	NS	NS	NS	osteosarcoma	NS	NS	NS	female	13	caucasian		osteosarcoma
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuNS1	ACH-000829	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS	male			myeloma	multiple_myeloma
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AML-193	ACH-000557	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	female	13			AML
RVH421_SKIN	RVH-421	ACH-000614	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	28	caucasian		melanoma
NCIH1184_LUNG	NCI-H1184	ACH-000523	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	42	caucasian		lung_small_cell
HCC2157_BREAST	HCC2157	ACH-000691	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	48	african_american	ductal_carcinoma	breast
TC71_BONE	TC-71	ACH-000424	bone	NS	NS	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS	NS	NS	male	22		Ewings_sarcoma	Ewings_Sarcoma
NCIH2227_LUNG	NCI-H2227	ACH-000610	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	54	caucasian		lung_small_cell
COLO205_LARGE_INTESTINE	COLO 205	ACH-001039	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	70	caucasian	colon_cancer	colorectal
SNU449_LIVER	SNU-449	ACH-000420	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male	52	asian	hepatocellular_cancer	liver
NCIH28_PLEURA	NCI-H28	ACH-000648	pleura	NS	NS	NS	mesothelioma	NS	NS	NS	male	48	caucasian		mesothelioma
OV56_OVARY	OV56	ACH-000091	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female	46			ovary
JHOS4_OVARY	JHOS-4	ACH-000584	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	44	asian		ovary
KYSE450_OESOPHAGUS	KYSE-450	ACH-000865	oesophagus	middle_third	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	59	asian	well differentiated invasive eosphageal squamous cell carcinoma	esophagus
RMUGS_OVARY	RMUG-S	ACH-000701	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	62			ovary
KLE_ENDOMETRIUM	KLE	ACH-000293	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	64	caucasian		endometrium
HS895T_FIBROBLAST	Hs 895.T	ACH-000043	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	48	caucasian		melanoma
LN229_CENTRAL_NERVOUS_SYSTEM	LN-229	ACH-000595	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	female	60	caucasian		glioma
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31/FUJ	ACH-000770	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M5	NS	male		asian		AML
RKN_SOFT_TISSUE	RKN	ACH-000505	soft_tissue	smooth_muscle	ovary	NS	leiomyosarcoma	NS	NS	NS	female	45	asian		ovary
PATU8988S_PANCREAS	PA-TU-8988S	ACH-000022	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	64			pancreas
NH6_AUTONOMIC_GANGLIA	NH-6	ACH-000203	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	female	0.75		neuroblastoma	neuroblastoma
SF126_CENTRAL_NERVOUS_SYSTEM	SF126	ACH-000609	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS					glioma
RERFLCAD2_LUNG	RERF-LC-Ad2	ACH-000774	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		asian		lung_NSC
OUMS23_LARGE_INTESTINE	OUMS-23	ACH-000296	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS					colorectal
SNGM_ENDOMETRIUM	SNG-M	ACH-000974	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	52	asian	intermediately differentiated adenocarcinoma	endometrium
OUMS27_BONE	OUMS-27	ACH-001150	bone	NS	NS	NS	chondrosarcoma	NS	NS	NS	male				chondrosarcoma
PL45_PANCREAS	PL45	ACH-001171	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male		caucasian		pancreas
NCIH2347_LUNG	NCI-H2347	ACH-000875	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	54	caucasian	lung_cancer	lung_NSC
SW1990_PANCREAS	SW 1990	ACH-000155	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male	56	caucasian		pancreas
HS940T_FIBROBLAST	Hs 940.T	ACH-000135	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	57	caucasian		melanoma
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 611.T	ACH-000069	haematopoietic_and_lymphoid_tissue	spleen	NS	NS	lymphoid_neoplasm	Hodgkin_lymphoma	NS	NS	female	48			lymphoma_Hodgkin
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Toledo	ACH-000285	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma	NS	NS	female		caucasian		lymphoma_DLBCL
RERFGC1B_STOMACH	RERF-GC-1B	ACH-000144	stomach	NS	NS	NS	carcinoma	NS	NS	NS	male	41	asian		stomach
HT1080_SOFT_TISSUE	HT-1080	ACH-000054	soft_tissue	fibrous_tissue_and_uncertain_origin	NS	NS	fibrosarcoma	NS	NS	NS	male	35	caucasian	fibrosarcoma_cancer	soft_tissue
NCIH2087_LUNG	NCI-H2087	ACH-000841	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	69	caucasian	lung_cancer	lung_NSC
COV318_OVARY	COV318	ACH-000256	ovary	NS	NS	NS	carcinoma	NS	NS	NS	female				ovary
NCIH2085_LUNG	NCI-H2085	ACH-000451	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	45			lung_NSC
NCIH510_LUNG	NCI-H510	ACH-000871	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	56	caucasian		lung_small_cell
CAKI1_KIDNEY	Caki-1	ACH-000433	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	male	49	caucasian	clear_cell_carcinoma	kidney
NCIH716_LARGE_INTESTINE	NCI-H716	ACH-000491	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	33	caucasian		colorectal
NCIH2066_LUNG	NCI-H2066	ACH-000727	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female	70	caucasian		lung_small_cell
NCIH1341_LUNG	NCI-H1341	ACH-000129	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female				lung_small_cell
NCIH2029_LUNG	NCI-H2029	ACH-000298	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female	69	caucasian		lung_small_cell
C3A_LIVER	C3A	ACH-001021	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male	15	caucasian		liver
SW480_LARGE_INTESTINE	SW480	ACH-000842	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	50	caucasian	colon_cancer	colorectal
HS746T_STOMACH	Hs 746T	ACH-000616	stomach	NS	NS	NS	carcinoma	NS	NS	NS	male	74	caucasian		stomach
LU65_LUNG	LU65	ACH-000438	lung	NS	NS	NS	carcinoma	non_small_cell_carcinoma	NS	NS	male	64	asian	lung_cancer	lung_NSC
HS739T_FIBROBLAST	Hs 739.T	ACH-000413	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	52	asian		breast
SNUC2A_LARGE_INTESTINE	SNU-C2A	ACH-000967	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	43	asian		colorectal
HEC151_ENDOMETRIUM	HEC-151	ACH-000972	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female		asian		endometrium
MSTO211H_PLEURA	MSTO-211H	ACH-000335	pleura	NS	NS	NS	mesothelioma	NS	NS	NS	male	62	caucasian	lung_cancer	mesothelioma
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Raji	ACH-000654	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Burkitt_lymphoma	NS	NS	male	12	african	lymphoma	lymphoma_Burkitt
SKMEL1_SKIN	SK-MEL-1	ACH-000465	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	29	caucasian		melanoma
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T1	ACH-000953	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia	NS	NS	male	8	caucasian		T-cell_ALL
JHH7_LIVER	JHH-7	ACH-000848	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male	53	asian		liver
HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HuT 102	ACH-000612	haematopoietic_and_lymphoid_tissue	skin	NS	NS	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome	NS	NS	male	26	african_american	mycosis_fungoides	lymphoma_other
5637_URINARY_TRACT	5637	ACH-000905	urinary_tract	bladder	NS	NS	carcinoma	NS	NS	NS	male	68	caucasian		urinary_tract
HCC38_BREAST	HCC38	ACH-000276	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	50	caucasian	breast_cancer	breast
DU4475_BREAST	DU4475	ACH-000258	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	62	caucasian	breast_cancer	breast
NCIH1573_LUNG	NCI-H1573	ACH-000916	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	35	caucasian		lung_NSC
NCIH508_LARGE_INTESTINE	NCI-H508	ACH-000360	large_intestine	caecum	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	55	caucasian		colorectal
NCIH1651_LUNG	NCI-H1651	ACH-000893	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	71			lung_NSC
SKUT1_SOFT_TISSUE	SK-UT-1	ACH-000939	soft_tissue	smooth_muscle	uterus	NS	leiomyosarcoma	NS	NS	NS	female	75	caucasian		soft_tissue
MDAMB175VII_BREAST	MDA-MB-175-VII	ACH-000759	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	56	african_american	invasive_ductal_carcinoma	breast
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-B15	ACH-000059	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia	NS	NS	male	9	caucasian		B-cell_ALL
BECKER_CENTRAL_NERVOUS_SYSTEM	Becker	ACH-001016	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_IV	glioblastoma_multiforme	NS	male	57			glioma
NCIH226_LUNG	NCI-H226	ACH-000367	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male			lung_cancer	lung_NSC
NCIH1666_LUNG	NCI-H1666	ACH-000448	lung	NS	NS	NS	carcinoma	bronchioloalveolar_adenocarcinoma	NS	NS	female	50	caucasian	lung_cancer	lung_NSC
SW1783_CENTRAL_NERVOUS_SYSTEM	SW 1783	ACH-000883	central_nervous_system	brain	NS	NS	glioma	astrocytoma_Grade_III	anaplastic	NS	male	68	caucasian		glioma
ISTMES1_PLEURA	IST-MES1	ACH-000569	pleura	NS	NS	NS	mesothelioma	NS	NS	NS	female	70	caucasian		mesothelioma
NCIH1734_LUNG	NCI-H1734	ACH-000675	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	56			lung_NSC
NCIH2342_LUNG	NCI-H2342	ACH-000951	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	55	caucasian		lung_NSC
EBC1_LUNG	EBC-1	ACH-000563	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	69		lung_cancer	lung_NSC
YMB1_BREAST	YMB-1	ACH-001249	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	63	caucasian		breast
OC316_OVARY	OC 316	ACH-001145	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	60			ovary
HS936T_SKIN	Hs 936.T	ACH-000801	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male				melanoma
T173_FIBROBLAST	T1-73	ACH-000529	bone	NS	NS	NS	osteosarcoma	NS	NS	NS					osteosarcoma
NCIH322_LUNG	NCI-H322	ACH-000837	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male	52	caucasian	lung_cancer	lung_NSC
HS618T_FIBROBLAST	Hs 618.T	ACH-000539	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	60	caucasian		lung_NSC
HS870T_FIBROBLAST	Hs 870.T	ACH-000340	bone	NS	NS	NS	osteosarcoma	NS	NS	NS					osteosarcoma
HS706T_BONE	Hs 706.T	ACH-000071	bone	NS	NS	NS	giant_cell_tumour	NS	NS	NS	female	16	caucasian		giant_cell_tumour
PANC1_PANCREAS	PANC-1	ACH-000164	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	male	56	caucasian		pancreas
NCIH2291_LUNG	NCI-H2291	ACH-000718	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male				lung_NSC
T47D_BREAST	T-47D	ACH-000147	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	54		breast_cancer	breast
HS742T_FIBROBLAST	Hs 742.T	ACH-000230	breast	NS	NS	NS	carcinoma	NS	NS	NS	female	71	caucasian		breast
BICR56_UPPER_AERODIGESTIVE_TRACT	BICR 56	ACH-000771	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female		caucasian		upper_aerodigestive
BICR16_UPPER_AERODIGESTIVE_TRACT	BICR 16	ACH-000503	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		caucasian		upper_aerodigestive
TE10_OESOPHAGUS	TE-10	ACH-000318	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					esophagus
SKMEL28_SKIN	SK-MEL-28	ACH-000615	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	male	51		skin_cancer	melanoma
BICR6_UPPER_AERODIGESTIVE_TRACT	BICR 6	ACH-000415	upper_aerodigestive_tract	pharynx	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		caucasian		upper_aerodigestive
BHY_UPPER_AERODIGESTIVE_TRACT	BHY	ACH-000548	upper_aerodigestive_tract	head_neck	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	52	asian		upper_aerodigestive
AZ521_SMALL_INTESTINE	AZ-521	ACH-001015	stomach	NS	NS	NS	carcinoma	NS	NS	NS			asian		stomach
SH4_SKIN	SH-4	ACH-000441	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS	female	60	caucasian		melanoma
KPL1_BREAST	KPL-1	ACH-000028	breast	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	50	asian	breast_cancer	breast
CGTHW1_THYROID	CGTH-W-1	ACH-001023	thyroid	NS	NS	NS	carcinoma	follicular_carcinoma	NS	NS	female	70	asian		thyroid
TUHR4TKB_KIDNEY	TUHR4TKB	ACH-000495	kidney	NS	NS	NS	carcinoma	NS	NS	NS					kidney
LS123_LARGE_INTESTINE	LS123	ACH-000501	large_intestine	colon	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	65	caucasian		colorectal
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL	ACH-000004	haematopoietic_and_lymphoid_tissue	NS	NS	NS	haematopoietic_neoplasm	acute_myeloid_leukaemia	M6	NS	male	30			AML
HPAC_PANCREAS	HPAC	ACH-000270	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	64	caucasian	Pancreatic Cancer	pancreas
RCC10RGB_KIDNEY	RCC10RGB	ACH-000189	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male		asian		kidney
JHOM1_OVARY	JHOM-1	ACH-000237	ovary	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female				ovary
SU8686_PANCREAS	SU.86.86	ACH-000114	pancreas	NS	NS	NS	carcinoma	ductal_carcinoma	NS	NS	female	57	caucasian		pancreas
HCC33_LUNG	HCC-33	ACH-000515	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	male	52	caucasian	lung_cancer	lung_small_cell
TE6_OESOPHAGUS	TE-6	ACH-000605	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					esophagus
JHOC5_OVARY	JHOC-5	ACH-000324	ovary	NS	NS	NS	carcinoma	clear_cell_carcinoma	NS	NS	female				ovary
ACCMESO1_PLEURA	ACC-MESO-1	ACH-000086	pleura	NS	NS	NS	mesothelioma	NS	NS	NS					mesothelioma
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BL-41	ACH-000245	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	Burkitt_lymphoma	NS	NS	male	8	caucasian		lymphoma_Burkitt
SNU1214_UPPER_AERODIGESTIVE_TRACT	SNU-1214	ACH-000715	upper_aerodigestive_tract	larynx	glottis	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	55	asian		upper_aerodigestive
CORL105_LUNG	COR-L105	ACH-000161	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	male		caucasian		lung_NSC
LMSU_STOMACH	LMSU	ACH-000255	stomach	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS					stomach
SNU1197_LARGE_INTESTINE	SNU-1197	ACH-000412	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male	70	asian		colorectal
COLO668_LUNG	COLO 668	ACH-000803	lung	NS	NS	NS	carcinoma	small_cell_carcinoma	NS	NS	female	47			lung_small_cell
OSRC2_KIDNEY	OS-RC-2	ACH-000159	kidney	NS	NS	NS	carcinoma	renal_cell_carcinoma	NS	NS	male				kidney
HUH6_LIVER	HuH-6	ACH-000671	liver	NS	NS	NS	other	hepatoblastoma	NS	NS	male		asian		liver
PANC0203_PANCREAS	Panc 02.03	ACH-000042	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	female	70	caucasian		pancreas
CJM_SKIN	CJM	ACH-000458	skin	NS	NS	NS	malignant_melanoma	NS	NS	NS					melanoma
BICR22_UPPER_AERODIGESTIVE_TRACT	BICR 22	ACH-000794	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male		caucasian		upper_aerodigestive
SHSY5Y_AUTONOMIC_GANGLIA	SH-SY5Y	ACH-001188	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS	female	4			neuroblastoma
TM31_CENTRAL_NERVOUS_SYSTEM	TM-31	ACH-000592	central_nervous_system	brain	NS	NS	glioma	astrocytoma	NS	NS					glioma
SNU1272_KIDNEY	SNU-1272	ACH-000513	kidney	NS	NS	NS	carcinoma	clear_cell_renal_cell_carcinoma	NS	NS	female	63	asian		kidney
KPNRTBM1_AUTONOMIC_GANGLIA	KP-N-RT-BM-1	ACH-000345	autonomic_ganglia	NS	NS	NS	neuroblastoma	NS	NS	NS				neuroblastoma	neuroblastoma
BICR18_UPPER_AERODIGESTIVE_TRACT	BICR 18	ACH-000992	upper_aerodigestive_tract	larynx	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male				upper_aerodigestive
TE4_OESOPHAGUS	TE-4	ACH-000917	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					esophagus
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PCM6	ACH-001162	haematopoietic_and_lymphoid_tissue	NS	NS	NS	lymphoid_neoplasm	plasma_cell_myeloma	NS	NS					multiple_myeloma
ECC10_STOMACH	ECC10	ACH-000560	stomach	NS	NS	NS	carcinoma	small_cell_adenocarcinoma	NS	NS					stomach
TUHR14TKB_KIDNEY	TUHR14TKB	ACH-000317	kidney	NS	NS	NS	carcinoma	NS	NS	NS					kidney
YD15_SALIVARY_GLAND	YD-15	ACH-000836	salivary_gland	tongue	NS	NS	carcinoma	mucoepidermoid_carcinoma	NS	NS	male	39	asian		other
UBLC1_URINARY_TRACT	U-BLC1	ACH-000741	urinary_tract	bladder	NS	NS	carcinoma	transitional_cell_carcinoma	NS	NS	female				urinary_tract
ECGI10_OESOPHAGUS	EC-GI-10	ACH-000305	oesophagus	NS	NS	NS	carcinoma	NS	NS	NS	male	65			esophagus
CW2_LARGE_INTESTINE	CW-2	ACH-000998	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	female	55			colorectal
SNU761_LIVER	SNU-761	ACH-000537	liver	NS	NS	NS	carcinoma	hepatocellular_carcinoma	NS	NS	male	49	asian		liver
SNU61_LARGE_INTESTINE	SNU-61	ACH-000532	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS	male	48	asian		colorectal
NCIH1915_LUNG	NCI-H1915	ACH-000434	lung	NS	NS	NS	carcinoma	large_cell_carcinoma	NS	NS	female	61	caucasian		lung_NSC
SNU324_PANCREAS	SNU-324	ACH-000933	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male	50	asian		pancreas
YD10B_UPPER_AERODIGESTIVE_TRACT	YD-10B	ACH-000723	upper_aerodigestive_tract	mouth	tongue	NS	carcinoma	squamous_cell_carcinoma	NS	NS	male	67	asian		upper_aerodigestive
HCC2279_LUNG	HCC-2279	ACH-000731	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	52	asian	lung_cancer	lung_NSC
HLC1_LUNG	HLC-1	ACH-001088	lung	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS					lung_NSC
TUHR10TKB_KIDNEY	TUHR10TKB	ACH-000459	kidney	NS	NS	NS	carcinoma	NS	NS	NS					kidney
HEC1B_ENDOMETRIUM	HEC-1-B	ACH-000941	endometrium	NS	NS	NS	carcinoma	adenocarcinoma	NS	NS	female	71			endometrium
VMRCLCP_LUNG	VMRC-LCP	ACH-001234	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					lung_NSC
TGBC11TKB_STOMACH	TGBC11TKB	ACH-000949	stomach	NS	NS	NS	carcinoma	NS	NS	NS	female				stomach
OVK18_OVARY	OVK18	ACH-000947	ovary	NS	NS	NS	carcinoma	endometrioid_carcinoma	NS	NS	female				ovary
SNU1077_ENDOMETRIUM	SNU-1077	ACH-000302	endometrium	NS	NS	NS	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour	NS	NS	female	60	asian		endometrium
HCC1588_LUNG	HCC-1588	ACH-001078	lung	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS	female	63			lung_NSC
SNU213_PANCREAS	SNU-213	ACH-000266	pancreas	NS	NS	NS	carcinoma	NS	NS	NS	male	65	asian		pancreas
HT115_LARGE_INTESTINE	HT115	ACH-000986	large_intestine	colon	NS	NS	carcinoma	NS	NS	NS					colorectal
TE14_OESOPHAGUS	TE-14	ACH-000726	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					esophagus
TE8_OESOPHAGUS	TE-8	ACH-000452	oesophagus	NS	NS	NS	carcinoma	squamous_cell_carcinoma	NS	NS					esophagus
SNU520_STOMACH	SNU-520	ACH-000908	stomach	NS	NS	NS	carcinoma	NS	NS	NS	female	60	asian		stomach
